Commodity,Date,Unit,Average Price
Fuel (petrol-gasoline),2023-06-15,L,1500.174375
Fuel (petrol-gasoline),2023-07-15,L,2025.3722727272727
Fuel (petrol-gasoline),2023-08-15,L,1791.986
Fuel (petrol-gasoline),2023-09-15,L,1820.0919047619047
Fuel (petrol-gasoline),2023-10-15,L,1582.0329411764706
Fuel (petrol-gasoline),2023-11-15,L,2000.8159999999998
Fuel (petrol-gasoline),2023-12-15,L,2089.300666666667
Fuel (petrol-gasoline),2024-01-15,L,2186.9166666666665
Fuel (petrol-gasoline),2024-02-15,L,1937.5055555555555
"Fuel (petrol-gasoline, parallel market)",2018-03-15,L,346.8333333333333
"Fuel (petrol-gasoline, parallel market)",2018-04-15,L,384.1
"Fuel (petrol-gasoline, parallel market)",2018-06-15,L,666.0
"Fuel (petrol-gasoline, parallel market)",2018-07-15,L,663.525
"Fuel (petrol-gasoline, parallel market)",2018-08-15,L,476.8
"Fuel (petrol-gasoline, parallel market)",2018-09-15,L,337.75
"Fuel (petrol-gasoline, parallel market)",2018-10-15,L,311.0
"Fuel (petrol-gasoline, parallel market)",2018-12-15,L,438.5
"Fuel (petrol-gasoline, parallel market)",2019-01-15,L,431.6
"Fuel (petrol-gasoline, parallel market)",2019-02-15,L,425.0
"Fuel (petrol-gasoline, parallel market)",2019-03-15,L,433.5
"Fuel (petrol-gasoline, parallel market)",2019-04-15,L,503.3333333333333
"Fuel (petrol-gasoline, parallel market)",2019-05-15,L,511.3333333333333
"Fuel (petrol-gasoline, parallel market)",2019-06-15,L,478.3333333333333
"Fuel (petrol-gasoline, parallel market)",2019-07-15,L,640.5714285714286
"Fuel (petrol-gasoline, parallel market)",2019-08-15,L,505.5
"Fuel (petrol-gasoline, parallel market)",2019-09-15,L,565.5
"Fuel (petrol-gasoline, parallel market)",2019-10-15,L,566.6666666666666
"Fuel (petrol-gasoline, parallel market)",2019-11-15,L,476.5
"Fuel (petrol-gasoline, parallel market)",2019-12-15,L,509.4
"Fuel (petrol-gasoline, parallel market)",2020-01-15,L,555.7142857142857
"Fuel (petrol-gasoline, parallel market)",2020-02-15,L,566.1428571428571
"Fuel (petrol-gasoline, parallel market)",2020-03-15,L,635.7083333333334
"Fuel (petrol-gasoline, parallel market)",2020-04-15,L,668.3566666666667
"Fuel (petrol-gasoline, parallel market)",2020-05-15,L,657.7883333333333
"Fuel (petrol-gasoline, parallel market)",2020-06-15,L,673.0116666666667
"Fuel (petrol-gasoline, parallel market)",2020-07-15,L,647.6053846153845
"Fuel (petrol-gasoline, parallel market)",2020-08-15,L,701.2946666666667
"Fuel (petrol-gasoline, parallel market)",2020-09-15,L,755.1073333333334
"Fuel (petrol-gasoline, parallel market)",2020-10-15,L,802.1872727272727
"Fuel (petrol-gasoline, parallel market)",2020-11-15,L,1194.2957142857142
"Fuel (petrol-gasoline, parallel market)",2020-12-15,L,1057.6881818181819
"Fuel (petrol-gasoline, parallel market)",2021-01-15,L,1002.3807142857142
"Fuel (petrol-gasoline, parallel market)",2021-02-15,L,927.075
"Fuel (petrol-gasoline, parallel market)",2021-03-15,L,1077.903076923077
"Fuel (petrol-gasoline, parallel market)",2021-04-15,L,1079.667
"Fuel (petrol-gasoline, parallel market)",2021-05-15,L,1079.0807692307692
"Fuel (petrol-gasoline, parallel market)",2021-06-15,L,1113.336923076923
"Fuel (petrol-gasoline, parallel market)",2021-07-15,L,1106.4984615384615
"Fuel (petrol-gasoline, parallel market)",2021-08-15,L,1038.664375
"Fuel (petrol-gasoline, parallel market)",2021-09-15,L,999.31125
"Fuel (petrol-gasoline, parallel market)",2021-10-15,L,912.2547058823529
"Fuel (petrol-gasoline, parallel market)",2021-11-15,L,1062.57125
"Fuel (petrol-gasoline, parallel market)",2021-12-15,L,969.1427272727273
"Fuel (petrol-gasoline, parallel market)",2022-01-15,L,1024.9326666666666
"Fuel (petrol-gasoline, parallel market)",2022-02-15,L,1028.5714285714287
"Fuel (petrol-gasoline, parallel market)",2022-03-15,L,1105.0130769230768
"Fuel (petrol-gasoline, parallel market)",2022-04-15,L,1096.878
"Fuel (petrol-gasoline, parallel market)",2022-05-15,L,1157.5766666666668
"Fuel (petrol-gasoline, parallel market)",2022-06-15,L,1347.4035714285715
"Fuel (petrol-gasoline, parallel market)",2022-07-15,L,1529.4893333333334
"Fuel (petrol-gasoline, parallel market)",2022-08-15,L,1921.8157894736842
"Fuel (petrol-gasoline, parallel market)",2022-09-15,L,1896.679411764706
"Fuel (petrol-gasoline, parallel market)",2022-10-15,L,1789.85
"Fuel (petrol-gasoline, parallel market)",2022-11-15,L,1649.0264705882353
"Fuel (petrol-gasoline, parallel market)",2022-12-15,L,1661.488
"Fuel (petrol-gasoline, parallel market)",2023-01-15,L,1630.6
"Fuel (petrol-gasoline, parallel market)",2023-02-15,L,1545.4242105263156
"Fuel (petrol-gasoline, parallel market)",2023-03-15,L,1793.3604166666667
"Fuel (petrol-gasoline, parallel market)",2023-04-15,L,1788.3082608695652
"Fuel (petrol-gasoline, parallel market)",2023-05-15,L,2391.1415
"Fuel (petrol-gasoline, parallel market)",2023-06-15,L,2417.266190476191
"Fuel (petrol-gasoline, parallel market)",2023-07-15,L,2492.396296296296
"Fuel (petrol-gasoline, parallel market)",2023-08-15,L,2394.748
"Fuel (petrol-gasoline, parallel market)",2023-09-15,L,2164.216
"Fuel (petrol-gasoline, parallel market)",2023-10-15,L,2272.91
"Fuel (petrol-gasoline, parallel market)",2023-11-15,L,2691.9915789473685
"Fuel (petrol-gasoline, parallel market)",2023-12-15,L,2866.4888235294115
"Fuel (petrol-gasoline, parallel market)",2024-01-15,L,2952.452222222222
"Fuel (petrol-gasoline, parallel market)",2024-02-15,L,3304.558571428571
Groundnuts (shelled),2007-07-15,KG,7.9
Groundnuts (shelled),2007-08-15,KG,8.175
Groundnuts (shelled),2007-09-15,KG,8.100000000000001
Groundnuts (shelled),2007-10-15,KG,8.05
Groundnuts (shelled),2007-11-15,KG,8.09
Groundnuts (shelled),2007-12-15,KG,8.76
Groundnuts (shelled),2008-01-15,KG,7.9
Groundnuts (shelled),2008-02-15,KG,8.21
Groundnuts (shelled),2008-03-15,KG,8.575
Groundnuts (shelled),2008-04-15,KG,8.865
Groundnuts (shelled),2008-05-15,KG,9.356666666666667
Groundnuts (shelled),2008-06-15,KG,10.633333333333333
Groundnuts (shelled),2008-07-15,KG,13.06
Groundnuts (shelled),2008-08-15,KG,11.050000000000002
Groundnuts (shelled),2008-09-15,KG,11.450000000000001
Groundnuts (shelled),2008-10-15,KG,13.4
Groundnuts (shelled),2008-11-15,KG,14.4
Groundnuts (shelled),2008-12-15,KG,13.15
Groundnuts (shelled),2009-01-15,KG,15.409999999999998
Groundnuts (shelled),2009-02-15,KG,15.583333333333334
Groundnuts (shelled),2009-03-15,KG,13.35
Groundnuts (shelled),2009-04-15,KG,9.61
Groundnuts (shelled),2009-05-15,KG,11.209999999999999
Groundnuts (shelled),2009-06-15,KG,13.594
Groundnuts (shelled),2009-07-15,KG,17.363999999999997
Groundnuts (shelled),2009-08-15,KG,16.619999999999997
Groundnuts (shelled),2009-09-15,KG,12.370000000000001
Groundnuts (shelled),2009-10-15,KG,7.463333333333334
Groundnuts (shelled),2009-11-15,KG,6.876666666666666
Groundnuts (shelled),2009-12-15,KG,7.04
Groundnuts (shelled),2010-01-15,KG,6.553333333333334
Groundnuts (shelled),2010-02-15,KG,7.1000000000000005
Groundnuts (shelled),2010-03-15,KG,7.508
Groundnuts (shelled),2010-04-15,KG,7.386666666666667
Groundnuts (shelled),2010-05-15,KG,8.524
Groundnuts (shelled),2010-06-15,KG,7.541666666666667
Groundnuts (shelled),2010-07-15,KG,8.799999999999999
Groundnuts (shelled),2010-08-15,KG,8.334
Groundnuts (shelled),2010-09-15,KG,7.428571428571429
Groundnuts (shelled),2010-10-15,KG,7.5
Groundnuts (shelled),2010-11-15,KG,5.761428571428572
Groundnuts (shelled),2010-12-15,KG,6.803333333333334
Groundnuts (shelled),2011-01-15,KG,8.278333333333334
Groundnuts (shelled),2011-02-15,KG,8.021666666666667
Groundnuts (shelled),2011-03-15,KG,6.825714285714286
Groundnuts (shelled),2011-04-15,KG,5.98
Groundnuts (shelled),2011-05-15,KG,6.964285714285714
Groundnuts (shelled),2011-06-15,KG,10.528333333333334
Groundnuts (shelled),2011-07-15,KG,15.058333333333332
Groundnuts (shelled),2011-08-15,KG,20.708333333333332
Groundnuts (shelled),2011-09-15,KG,24.346666666666664
Groundnuts (shelled),2011-10-15,KG,15.708333333333334
Groundnuts (shelled),2011-11-15,KG,17.62
Groundnuts (shelled),2011-12-15,KG,21.534
Groundnuts (shelled),2012-01-15,KG,13.666666666666666
Groundnuts (shelled),2012-02-15,KG,10.55
Groundnuts (shelled),2012-03-15,KG,7.958333333333333
Groundnuts (shelled),2012-04-15,KG,9.02
Groundnuts (shelled),2012-05-15,KG,12.392857142857142
Groundnuts (shelled),2012-07-15,KG,13.985714285714286
Groundnuts (shelled),2012-08-15,KG,15.957142857142857
Groundnuts (shelled),2012-09-15,KG,16.983333333333334
Groundnuts (shelled),2012-10-15,KG,8.832857142857142
Groundnuts (shelled),2012-11-15,KG,9.35
Groundnuts (shelled),2012-12-15,KG,10.041666666666666
Groundnuts (shelled),2013-04-15,KG,10.357142857142858
Groundnuts (shelled),2013-05-15,KG,10.557142857142859
Groundnuts (shelled),2013-06-15,KG,11.725
Groundnuts (shelled),2013-07-15,KG,10.5
Groundnuts (shelled),2013-08-15,KG,10.61375
Groundnuts (shelled),2013-09-15,KG,9.875
Groundnuts (shelled),2013-10-15,KG,9.36875
Groundnuts (shelled),2013-11-15,KG,9.15
Groundnuts (shelled),2013-12-15,KG,9.625
Groundnuts (shelled),2014-01-15,KG,10.0
Groundnuts (shelled),2014-02-15,KG,7.666666666666667
Groundnuts (shelled),2014-03-15,KG,7.666666666666667
Groundnuts (shelled),2014-04-15,KG,7.666666666666667
Groundnuts (shelled),2014-05-15,KG,7.666666666666667
Groundnuts (shelled),2014-06-15,KG,7.666666666666667
Groundnuts (shelled),2014-07-15,KG,8.333333333333334
Groundnuts (shelled),2014-08-15,KG,9.5
Groundnuts (shelled),2014-09-15,KG,9.25
Groundnuts (shelled),2014-10-15,KG,8.857142857142858
Groundnuts (shelled),2014-11-15,KG,8.424285714285714
Groundnuts (shelled),2014-12-15,KG,8.1
Groundnuts (shelled),2015-01-15,KG,9.125
Groundnuts (shelled),2015-02-15,KG,11.05
Groundnuts (shelled),2015-03-15,KG,10.8
Groundnuts (shelled),2015-04-15,KG,12.7
Groundnuts (shelled),2015-05-15,KG,19.114285714285717
Groundnuts (shelled),2015-06-15,KG,24.285714285714285
Groundnuts (shelled),2015-07-15,KG,24.62857142857143
Groundnuts (shelled),2015-08-15,KG,22.75714285714286
Groundnuts (shelled),2015-09-15,KG,16.68
Groundnuts (shelled),2015-10-15,KG,21.17142857142857
Groundnuts (shelled),2015-11-15,KG,23.383333333333336
Groundnuts (shelled),2015-12-15,KG,21.5
Groundnuts (shelled),2016-01-15,KG,26.8125
Groundnuts (shelled),2016-02-15,KG,29.042857142857144
Groundnuts (shelled),2016-03-15,KG,36.9125
Groundnuts (shelled),2016-04-15,KG,34.41111111111111
Groundnuts (shelled),2016-05-15,KG,50.25
Groundnuts (shelled),2016-06-15,KG,46.458333333333336
Groundnuts (shelled),2016-07-15,KG,105.42857142857143
Groundnuts (shelled),2016-08-15,KG,94.0
Groundnuts (shelled),2016-09-15,KG,77.74166666666666
Groundnuts (shelled),2016-10-15,KG,92.94285714285715
Groundnuts (shelled),2016-11-15,KG,109.42857142857143
Groundnuts (shelled),2016-12-15,KG,122.49285714285715
Groundnuts (shelled),2017-01-15,KG,122.46
Groundnuts (shelled),2017-02-15,KG,132.28571428571428
Groundnuts (shelled),2017-03-15,KG,174.71428571428572
Groundnuts (shelled),2017-04-15,KG,222.4333333333333
Groundnuts (shelled),2017-05-15,KG,299.4
Groundnuts (shelled),2017-06-15,KG,235.875
Groundnuts (shelled),2017-07-15,KG,244.5
Groundnuts (shelled),2017-08-15,KG,250.28571428571428
Groundnuts (shelled),2017-10-15,KG,257.6666666666667
Groundnuts (shelled),2017-11-15,KG,243.0
Groundnuts (shelled),2017-12-15,KG,221.5
Groundnuts (shelled),2018-01-15,KG,247.16666666666666
Groundnuts (shelled),2018-03-15,KG,316.9
Groundnuts (shelled),2018-04-15,KG,401.85714285714283
Groundnuts (shelled),2018-06-15,KG,366.14285714285717
Groundnuts (shelled),2018-06-15,L,200.0
Groundnuts (shelled),2018-07-15,KG,352.6875
Groundnuts (shelled),2018-08-15,KG,333.1666666666667
Groundnuts (shelled),2018-09-15,KG,304.6
Groundnuts (shelled),2018-10-15,KG,254.3
Groundnuts (shelled),2018-12-15,KG,315.8
Groundnuts (shelled),2019-01-15,KG,291.5
Groundnuts (shelled),2019-02-15,KG,288.625
Groundnuts (shelled),2019-03-15,KG,317.42857142857144
Groundnuts (shelled),2019-04-15,KG,275.0
Groundnuts (shelled),2019-05-15,KG,399.14285714285717
Groundnuts (shelled),2019-06-15,KG,359.1666666666667
Groundnuts (shelled),2019-07-15,KG,323.0
Groundnuts (shelled),2019-08-15,KG,344.8333333333333
Groundnuts (shelled),2019-09-15,KG,283.6
Groundnuts (shelled),2019-10-15,KG,305.2
Groundnuts (shelled),2019-11-15,KG,700.0
Groundnuts (shelled),2019-12-15,KG,1000.0
Groundnuts (shelled),2020-01-15,KG,523.3
Groundnuts (shelled),2020-02-15,KG,539.1
Groundnuts (shelled),2020-03-15,KG,498.8636363636364
Groundnuts (shelled),2020-04-15,KG,520.0272727272727
Groundnuts (shelled),2020-05-15,KG,539.0
Groundnuts (shelled),2020-06-15,KG,494.0975
Groundnuts (shelled),2020-07-15,KG,529.4715384615384
Groundnuts (shelled),2020-08-15,KG,577.3321428571428
Groundnuts (shelled),2020-09-15,KG,872.6999999999999
Groundnuts (shelled),2020-10-15,KG,941.1333333333334
Groundnuts (shelled),2020-11-15,KG,662.1525
Groundnuts (shelled),2020-12-15,KG,807.82
Groundnuts (shelled),2021-01-15,KG,711.1111111111111
Groundnuts (shelled),2021-02-15,KG,1097.2233333333334
Groundnuts (shelled),2021-03-15,KG,731.4488888888889
Groundnuts (shelled),2021-04-15,KG,829.515
Groundnuts (shelled),2021-05-15,KG,907.0027272727274
Groundnuts (shelled),2021-06-15,KG,880.4119999999999
Groundnuts (shelled),2021-07-15,KG,971.2775
Groundnuts (shelled),2021-08-15,KG,868.3649999999999
Groundnuts (shelled),2021-09-15,KG,929.8241666666667
Groundnuts (shelled),2021-10-15,KG,770.0754545454546
Groundnuts (shelled),2021-11-15,KG,780.8690909090909
Groundnuts (shelled),2021-12-15,KG,840.3844444444444
Groundnuts (shelled),2022-01-15,KG,780.2318181818181
Groundnuts (shelled),2022-02-15,KG,824.8954545454545
Groundnuts (shelled),2022-03-15,KG,892.067
Groundnuts (shelled),2022-04-15,KG,834.5709090909091
Groundnuts (shelled),2022-05-15,KG,1062.0291666666667
Groundnuts (shelled),2022-06-15,KG,1181.901
Groundnuts (shelled),2022-07-15,KG,1033.115
Groundnuts (shelled),2022-08-15,KG,1249.5172727272727
Groundnuts (shelled),2022-09-15,KG,1303.533
Groundnuts (shelled),2022-10-15,KG,1596.2966666666666
Groundnuts (shelled),2022-11-15,KG,1454.5236363636363
Groundnuts (shelled),2022-12-15,KG,1466.8
Groundnuts (shelled),2023-01-15,KG,1480.083076923077
Groundnuts (shelled),2023-02-15,KG,1542.8223076923075
Groundnuts (shelled),2023-03-15,KG,1350.0
Groundnuts (shelled),2023-04-15,KG,1954.6483333333333
Groundnuts (shelled),2023-05-15,KG,2006.9313636363636
Groundnuts (shelled),2023-06-15,KG,2097.6694736842105
Groundnuts (shelled),2023-07-15,KG,2071.4384999999997
Groundnuts (shelled),2023-08-15,KG,2130.21
Groundnuts (shelled),2023-09-15,KG,2216.5633333333335
Groundnuts (shelled),2023-10-15,KG,2620.054117647059
Groundnuts (shelled),2023-11-15,KG,2059.151875
Groundnuts (shelled),2023-12-15,KG,2038.665625
Groundnuts (shelled),2024-01-15,KG,3370.530625
Groundnuts (shelled),2024-02-15,KG,2634.776153846154
Groundnuts (unshelled),2020-03-15,KG,327.3076923076923
Groundnuts (unshelled),2020-04-15,KG,360.16076923076923
Groundnuts (unshelled),2020-05-15,KG,370.0730769230769
Groundnuts (unshelled),2020-06-15,KG,403.16125
Groundnuts (unshelled),2020-07-15,KG,414.58
Groundnuts (unshelled),2020-08-15,KG,474.83210526315787
Groundnuts (unshelled),2020-09-15,KG,484.36764705882354
Groundnuts (unshelled),2020-10-15,KG,408.4575
Groundnuts (unshelled),2020-11-15,KG,475.02700000000004
Groundnuts (unshelled),2020-12-15,KG,537.7257142857143
Groundnuts (unshelled),2021-01-15,KG,497.45214285714286
Groundnuts (unshelled),2021-02-15,KG,572.8522222222223
Groundnuts (unshelled),2021-03-15,KG,573.3564285714285
Groundnuts (unshelled),2021-04-15,KG,566.4523076923077
Groundnuts (unshelled),2021-05-15,KG,704.3193333333332
Groundnuts (unshelled),2021-06-15,KG,634.3514285714285
Groundnuts (unshelled),2021-07-15,KG,592.9921428571428
Groundnuts (unshelled),2021-08-15,KG,574.4247058823529
Groundnuts (unshelled),2021-09-15,KG,638.4166666666666
Groundnuts (unshelled),2021-10-15,KG,508.13142857142856
Groundnuts (unshelled),2021-11-15,KG,475.32533333333333
Groundnuts (unshelled),2021-12-15,KG,630.5319999999999
Groundnuts (unshelled),2022-01-15,KG,524.455
Groundnuts (unshelled),2022-02-15,KG,520.255
Groundnuts (unshelled),2022-03-15,KG,565.0153333333333
Groundnuts (unshelled),2022-04-15,KG,538.5023529411765
Groundnuts (unshelled),2022-05-15,KG,576.3035294117647
Groundnuts (unshelled),2022-06-15,KG,777.3823529411765
Groundnuts (unshelled),2022-07-15,KG,923.9758823529412
Groundnuts (unshelled),2022-08-15,KG,1033.1673684210527
Groundnuts (unshelled),2022-09-15,KG,1106.75125
Groundnuts (unshelled),2022-10-15,KG,1137.743846153846
Groundnuts (unshelled),2022-11-15,KG,755.0670588235294
Groundnuts (unshelled),2022-12-15,KG,736.0006666666667
Groundnuts (unshelled),2023-01-15,KG,840.724
Groundnuts (unshelled),2023-02-15,KG,1023.0038095238097
Groundnuts (unshelled),2023-03-15,KG,1306.4404166666666
Groundnuts (unshelled),2023-04-15,KG,1385.0218181818182
Groundnuts (unshelled),2023-05-15,KG,1510.6781818181817
Groundnuts (unshelled),2023-06-15,KG,1704.516842105263
Groundnuts (unshelled),2023-07-15,KG,2013.582
Groundnuts (unshelled),2023-08-15,KG,1937.9657142857143
Groundnuts (unshelled),2023-09-15,KG,1739.844210526316
Groundnuts (unshelled),2023-10-15,KG,1366.1438888888888
Groundnuts (unshelled),2023-12-15,KG,1881.3335294117646
Groundnuts (unshelled),2024-01-15,KG,1562.800588235294
Groundnuts (unshelled),2024-02-15,KG,2024.6084615384616
Livestock (cattle),2020-03-15,Head,73753.33333333333
Livestock (cattle),2020-04-15,Head,83037.40333333334
Livestock (cattle),2020-05-15,Head,82849.30066666666
Livestock (cattle),2020-06-15,Head,82547.64705882352
Livestock (cattle),2020-07-15,Head,97905.005
Livestock (cattle),2020-08-15,Head,101580.41529411764
Livestock (cattle),2020-09-15,Head,89341.85375
Livestock (cattle),2020-10-15,Head,87643.41846153846
Livestock (cattle),2020-11-15,Head,114897.270625
Livestock (cattle),2020-12-15,Head,117959.65785714285
Livestock (cattle),2021-01-15,Head,138514.70588235295
Livestock (cattle),2021-02-15,Head,133372.222
Livestock (cattle),2021-03-15,Head,124759.18875
Livestock (cattle),2021-04-15,Head,126445.92599999999
Livestock (cattle),2021-05-15,Head,134323.11470588236
Livestock (cattle),2021-06-15,Head,131568.7882352941
Livestock (cattle),2021-07-15,Head,130489.00470588235
Livestock (cattle),2021-08-15,Head,126464.6155
Livestock (cattle),2021-09-15,Head,129714.94099999999
Livestock (cattle),2021-10-15,Head,128046.05263157895
Livestock (cattle),2021-11-15,Head,125866.8475
Livestock (cattle),2021-12-15,Head,127425.97133333333
Livestock (cattle),2022-01-15,Head,130307.706
Livestock (cattle),2022-02-15,Head,126489.6155
Livestock (cattle),2022-03-15,Head,125855.555625
Livestock (cattle),2022-04-15,Head,121408.3994736842
Livestock (cattle),2022-05-15,Head,127169.42050000001
Livestock (cattle),2022-06-15,Head,129751.8810526316
Livestock (cattle),2022-07-15,Head,131416.59684210527
Livestock (cattle),2022-08-15,Head,138396.14714285714
Livestock (cattle),2022-09-15,Head,142955.32428571428
Livestock (cattle),2022-10-15,Head,154975.4394736842
Livestock (cattle),2022-11-15,Head,154727.12949999998
Livestock (cattle),2022-12-15,Head,154005.73388888888
Livestock (cattle),2023-01-15,Head,166931.59
Livestock (cattle),2023-02-15,Head,214868.425
"Livestock (goat, medium-sized male)",2018-03-15,Head,11011.363636363636
"Livestock (goat, medium-sized male)",2018-04-15,Head,12430.3
"Livestock (goat, medium-sized male)",2018-06-15,Head,15983.375
"Livestock (goat, medium-sized male)",2018-07-15,Head,14910.375
"Livestock (goat, medium-sized male)",2018-08-15,Head,13381.444444444445
"Livestock (goat, medium-sized male)",2018-09-15,Head,14051.0
"Livestock (goat, medium-sized male)",2018-10-15,Head,8638.0
"Livestock (goat, medium-sized male)",2018-12-15,Head,12025.888888888889
"Livestock (goat, medium-sized male)",2019-01-15,Head,11515.625
"Livestock (goat, medium-sized male)",2019-02-15,Head,10543.75
"Livestock (goat, medium-sized male)",2019-03-15,Head,12880.833333333334
"Livestock (goat, medium-sized male)",2019-04-15,Head,13595.833333333334
"Livestock (goat, medium-sized male)",2019-05-15,Head,15581.818181818182
"Livestock (goat, medium-sized male)",2019-06-15,Head,15463.636363636364
"Livestock (goat, medium-sized male)",2019-07-15,Head,15140.90909090909
"Livestock (goat, medium-sized male)",2019-08-15,Head,13750.0
"Livestock (goat, medium-sized male)",2019-09-15,Head,14242.045454545454
"Livestock (goat, medium-sized male)",2019-10-15,Head,14764.454545454546
"Livestock (goat, medium-sized male)",2019-11-15,Head,14576.0
"Livestock (goat, medium-sized male)",2019-12-15,Head,17204.0
"Livestock (goat, medium-sized male)",2020-01-15,Head,14931.333333333334
"Livestock (goat, medium-sized male)",2020-02-15,Head,14736.333333333334
"Livestock (goat, medium-sized male)",2020-03-15,Head,15935.921052631578
"Livestock (goat, medium-sized male)",2020-04-15,Head,16532.387894736843
"Livestock (goat, medium-sized male)",2020-05-15,Head,16228.865882352942
"Livestock (goat, medium-sized male)",2020-06-15,Head,16326.245263157896
"Livestock (goat, medium-sized male)",2020-07-15,Head,21925.297368421056
"Livestock (goat, medium-sized male)",2020-08-15,Head,18630.47947368421
"Livestock (goat, medium-sized male)",2020-09-15,Head,19936.602777777778
"Livestock (goat, medium-sized male)",2020-10-15,Head,21248.768666666667
"Livestock (goat, medium-sized male)",2020-11-15,Head,22080.29117647059
"Livestock (goat, medium-sized male)",2020-12-15,Head,22523.29076923077
"Livestock (goat, medium-sized male)",2021-01-15,Head,24528.70388888889
"Livestock (goat, medium-sized male)",2021-02-15,Head,22961.11133333333
"Livestock (goat, medium-sized male)",2021-03-15,Head,26075.639444444445
"Livestock (goat, medium-sized male)",2021-04-15,Head,27766.013529411764
"Livestock (goat, medium-sized male)",2021-05-15,Head,25751.864210526313
"Livestock (goat, medium-sized male)",2021-06-15,Head,23844.392631578947
"Livestock (goat, medium-sized male)",2021-07-15,Head,25145.22052631579
"Livestock (goat, medium-sized male)",2021-08-15,Head,23170.421363636364
"Livestock (goat, medium-sized male)",2021-09-15,Head,23846.908636363634
"Livestock (goat, medium-sized male)",2021-10-15,Head,22683.30761904762
"Livestock (goat, medium-sized male)",2021-11-15,Head,22991.814545454545
"Livestock (goat, medium-sized male)",2021-12-15,Head,23172.373333333333
"Livestock (goat, medium-sized male)",2022-01-15,Head,24061.546818181818
"Livestock (goat, medium-sized male)",2022-02-15,Head,22577.272272727274
"Livestock (goat, medium-sized male)",2022-03-15,Head,23327.017368421053
"Livestock (goat, medium-sized male)",2022-04-15,Head,20907.98476190476
"Livestock (goat, medium-sized male)",2022-05-15,Head,22000.62590909091
"Livestock (goat, medium-sized male)",2022-06-15,Head,23160.88380952381
"Livestock (goat, medium-sized male)",2022-07-15,Head,22805.45761904762
"Livestock (goat, medium-sized male)",2022-08-15,Head,24152.83695652174
"Livestock (goat, medium-sized male)",2022-09-15,Head,25310.96608695652
"Livestock (goat, medium-sized male)",2022-10-15,Head,27973.48545454545
"Livestock (goat, medium-sized male)",2022-11-15,Head,27457.487826086955
"Livestock (goat, medium-sized male)",2022-12-15,Head,28800.918571428574
"Livestock (goat, medium-sized male)",2023-01-15,Head,30044.59619047619
"Livestock (goat, medium-sized male)",2023-02-15,Head,29563.13772727273
"Livestock (goat, medium-sized male)",2023-03-15,Head,32546.012800000004
"Livestock (goat, medium-sized male)",2023-04-15,Head,33040.51565217391
"Livestock (goat, medium-sized male)",2023-05-15,Head,40739.004583333335
"Livestock (goat, medium-sized male)",2023-06-15,Head,39836.919565217395
"Livestock (goat, medium-sized male)",2023-07-15,Head,41985.51107142858
"Livestock (goat, medium-sized male)",2023-08-15,Head,45915.025555555556
"Livestock (goat, medium-sized male)",2023-09-15,Head,44534.4308
"Livestock (goat, medium-sized male)",2023-10-15,Head,43642.099130434784
"Livestock (goat, medium-sized male)",2023-11-15,Head,49275.93590909091
"Livestock (goat, medium-sized male)",2023-12-15,Head,53968.94368421053
"Livestock (goat, medium-sized male)",2024-01-15,Head,56979.26833333333
"Livestock (goat, medium-sized male)",2024-02-15,Head,56329.91625
"Livestock (sheep, medium-sized male)",2018-03-15,Head,10279.3
"Livestock (sheep, medium-sized male)",2018-04-15,Head,11462.777777777777
"Livestock (sheep, medium-sized male)",2018-06-15,Head,16040.625
"Livestock (sheep, medium-sized male)",2018-07-15,Head,14834.3375
"Livestock (sheep, medium-sized male)",2018-08-15,Head,12215.888888888889
"Livestock (sheep, medium-sized male)",2018-09-15,Head,13734.375
"Livestock (sheep, medium-sized male)",2018-10-15,Head,8205.0
"Livestock (sheep, medium-sized male)",2018-12-15,Head,11449.0
"Livestock (sheep, medium-sized male)",2019-01-15,Head,9536.5
"Livestock (sheep, medium-sized male)",2019-02-15,Head,9351.0
"Livestock (sheep, medium-sized male)",2019-03-15,Head,11517.90909090909
"Livestock (sheep, medium-sized male)",2019-04-15,Head,14249.75
"Livestock (sheep, medium-sized male)",2019-05-15,Head,13002.5
"Livestock (sheep, medium-sized male)",2019-06-15,Head,12322.5
"Livestock (sheep, medium-sized male)",2019-07-15,Head,13790.9
"Livestock (sheep, medium-sized male)",2019-08-15,Head,13064.0
"Livestock (sheep, medium-sized male)",2019-09-15,Head,13391.25
"Livestock (sheep, medium-sized male)",2019-10-15,Head,13583.2
"Livestock (sheep, medium-sized male)",2020-01-15,Head,13345.0
"Livestock (sheep, medium-sized male)",2020-02-15,Head,14134.727272727272
"Livestock (sheep, medium-sized male)",2020-03-15,Head,13715.972222222223
"Livestock (sheep, medium-sized male)",2020-04-15,Head,14849.638333333332
"Livestock (sheep, medium-sized male)",2020-05-15,Head,14496.259375
"Livestock (sheep, medium-sized male)",2020-06-15,Head,14369.63
"Livestock (sheep, medium-sized male)",2020-07-15,Head,15183.804444444444
"Livestock (sheep, medium-sized male)",2020-08-15,Head,15429.988888888889
"Livestock (sheep, medium-sized male)",2020-09-15,Head,16449.753125
"Livestock (sheep, medium-sized male)",2020-10-15,Head,18263.55923076923
"Livestock (sheep, medium-sized male)",2020-11-15,Head,20292.730666666666
"Livestock (sheep, medium-sized male)",2020-12-15,Head,20940.384615384617
"Livestock (sheep, medium-sized male)",2021-01-15,Head,22390.625
